Date,Package,Title,year
2016-07-24,qat,Quality Assurance Toolkit,2016
2016-07-24,RSVGTipsDevice,An R SVG Graphics Device with Dynamic Tips and Hyperlinks,2016
2016-07-24,ssa,Simultaneous Signal Analysis,2016
2016-07-24,stmCorrViz,A Tool for Structural Topic Model Visualizations,2016
2016-07-23,fastSOM,Fast Calculation of Spillover Measures,2016
2016-07-23,fulltext,Full Text of 'Scholarly' Articles Across Many Data Sources,2016
2016-07-23,pullword,R Interface to Pullword Service,2016
2016-07-23,track,Store Objects on Disk Automatically,2016
2016-07-22,DIFboost,"Detection of Differential Item Functioning (DIF) in Rasch Models
by Boosting Techniques",2016
2016-07-22,EmiStatR,Estimation of Wastewater Emissions in Combined Sewer Systems,2016
2016-07-22,ggvis,Interactive Grammar of Graphics,2016
2016-07-22,Holidays,"Holiday and Half-Day Data, for Use with the 'TimeWarp' Package",2016
2016-07-22,humidity,"An R Package for Calculating Water Vapor Measures from
Temperature and Relative Humidity",2016
2016-07-22,icdGLM,"EM by the Method of Weights for Incomplete Categorical Data in
Generlized Linear Models",2016
2016-07-22,iemiscdata,Irucka Embry's Miscellaneous Data Collection,2016
2016-07-22,IPtoCountry,"Convert IP Addresses to Country Names or Full Location with
Geoplotting",2016
2016-07-22,optDesignSlopeInt,"Optimal Designs for Estimating the Slope Divided by the
Intercept",2016
2016-07-22,rbgm,"Tools for 'Box Geometry Model' (BGM) Files and Topology for the
Atlantis Ecosystem Model",2016
2016-07-22,scriptests,Transcript-Based Unit Tests that are Easy to Create and Maintain,2016
2016-07-22,StratifiedBalancing,"Performs Stratified Covariate Balancing for Data with Discrete
and Continuous Outcome Variables",2016
2016-07-22,TimeWarp,Date Calculations and Manipulation,2016
2016-07-21,abind,Combine Multidimensional Arrays,2016
2016-07-21,clinsig,Clinical Significance Functions,2016
2016-07-21,excursions,Excursion Sets and Contour Credibility Regions for Random Fields,2016
2016-07-21,soundecology,Soundscape Ecology,2016
2016-07-21,TripleR,"Social Relation Model (SRM) Analyses for Single or Multiple
Groups",2016
2016-07-20,ChIPtest,"Nonparametric Methods for Identifying Differential Enrichment
Regions with ChIP-Seq Data",2016
2016-07-20,darch,Package for Deep Architectures and Restricted Boltzmann Machines,2016
2016-07-20,docxtractr,Extract Data Tables and Comments from Microsoft Word Documents,2016
2016-07-20,mvQuad,Methods for Multivariate Quadrature,2016
2016-07-20,qcr,Quality Control Review,2016
2016-07-20,quantable,Streamline Descriptive Analysis of Quantitative Data Matrices,2016
2016-07-20,rstatscn,R Interface for China National Data,2016
2016-07-20,scientoText,Text & Scientometric Analytics,2016
2016-07-20,slackr,"Send Messages, Images, R Objects and Files to 'Slack'
Channels/Users",2016
2016-07-20,udapi,Urban Dictionary API Client,2016
2016-07-19,CarletonStats,Functions for Statistics Classes at Carleton College,2016
2016-07-19,gkmSVM,Gapped-Kmer Support Vector Machine,2016
2016-07-19,RForcecom,Data Integration Feature for Force.com and Salesforce.com,2016
2016-07-19,SuperRanker,Sequential Rank Agreement,2016
2016-07-18,BoardGames,Board Games and Tools for Building Board Games,2016
2016-07-18,DWreg,Parametric Regression for Discrete Response,2016
2016-07-18,iRegression,Regression Methods for Interval-Valued Variables,2016
2016-07-18,mason,Build Data Structures for Common Statistical Analysis,2016
2016-07-18,SecKW,The SecKW Distribution,2016
2016-07-18,SinIW,The SinIW Distribution,2016
2016-07-17,CosW,The CosW Distribution,2016
2016-07-17,heuristica,Heuristics Including Take the Best and Unit-Weight Linear,2016
2016-07-17,LaplacesDemon,Complete Environment for Bayesian Inference,2016
2016-07-17,precintcon,"Precipitation Intensity, Concentration and Anomaly Analysis",2016
2016-07-17,TanB,The TanB Distribution,2016
2016-07-16,ACDm,Tools for Autoregressive Conditional Duration Models,2016
2016-07-16,EconDemand,General Analysis of Various Economics Demand Systems,2016
2016-07-16,MRMR,Multivariate Regression Models for Reserving,2016
2016-07-16,QVM,Questionnaires Validation Module,2016
2016-07-16,sbfc,Selective Bayesian Forest Classifier,2016
2016-07-15,easyformatr,Tools for Building R Formats,2016
2016-07-15,lmeresampler,Bootstrap Methods for Nested Linear Mixed-Effects Models,2016
2016-07-15,modEvA,Model Evaluation and Analysis,2016
2016-07-15,RM.weights,"Weighted Rasch Modeling and Extensions using Conditional Maximum
Likelihood",2016
2016-07-15,RStripe,A Convenience Interface for the Stripe Payment API,2016
2016-07-15,sophisthse,"Load Russian Economic Indicators from the Archive of Economic
and Social Data",2016
2016-07-15,tsne,T-Distributed Stochastic Neighbor Embedding for R (t-SNE),2016
2016-07-14,artfima,ARTFIMA Model Estimation,2016
2016-07-14,logcondens,Estimate a Log-Concave Probability Density from Iid Observations,2016
2016-07-14,matrixLaplacian,Normalized Laplacian Matrix and Laplacian Map,2016
2016-07-14,MCMC4Extremes,Posterior Distribution of Extreme Value Models in R,2016
2016-07-14,midrangeMCP,"Multiple Comparisons Procedures Based on Studentized Midrange
and Range Distributions",2016
2016-07-14,mlma,Multilevel Mediation Analysis,2016
2016-07-14,Peacock.test,Two and Three Dimensional Kolmogorov-Smirnov Two-Sample Tests,2016
2016-07-14,rDNAse,"Generating Various Numerical Representation Schemes of DNA
Sequences",2016
2016-07-14,treeClust,Cluster Distances Through Trees,2016
2016-07-13,monographaR,Taxonomic Monographs Tools,2016
2016-07-13,rcicr,Reverse-Correlation Image-Classification Toolbox,2016
2016-07-13,SDEFSR,Subgroup Discovery with Evolutionary Fuzzy Systems in R,2016
2016-07-13,SensMixed,Analysis of Sensory and Consumer Data in a Mixed Model Framework,2016
2016-07-13,smoothtail,Smooth Estimation of GPD Shape Parameter,2016
2016-07-12,install.load,"Check, Install and Load CRAN & USGS GRAN Packages",2016
2016-07-12,lmem.qtler,"Linear Mixed Effects Models for QTL Mapping for Multienvironment
and Multitrait Analysis",2016
2016-07-12,simulator,An Engine for Running Simulations,2016
2016-07-12,VariABEL,"Testing of Genotypic Variance Heterogeneity to Detect
Potentially Interacting SNP",2016
2016-07-11,ANLP,Build Text Prediction Model,2016
2016-07-11,ezsummary,Generate Data Summary in a Tidy Format,2016
2016-07-11,gnmf,"Generalized Non-negative Matrix Factorization Based on Renyi
Divergence",2016
2016-07-11,Homeric,Doughnut Plots,2016
2016-07-11,nbc4va,Bayes Classifier for Verbal Autopsy Data,2016
2016-07-11,rmdHelpers,Helper Functions for Rmd Documents,2016
2016-07-10,CIFsmry,Weighted summary of cumulative incidence functions,2016
2016-07-10,crskdiag,Diagnostics for Fine and Gray Model,2016
2016-07-10,D3M,Two Sample Test with Wasserstein Metric,2016
2016-07-10,dfoptim,Derivative-Free Optimization,2016
2016-07-10,fbati,"Gene by Environment Interaction and Conditional Gene Tests for
Nuclear Families",2016
2016-07-10,futile.logger,A Logging Utility for R,2016
2016-07-10,futile.matrix,Random Matrix Generation and Manipulation,2016
2016-07-10,krm,Kernel Based Regression Models,2016
2016-07-10,SAMM,Some Algorithms for Mixed Models,2016
2016-07-10,sptm,SemiParametric Transformation Model Methods,2016
2016-07-10,tawny,"Clean Covariance Matrices Using Random Matrix Theory and
Shrinkage Estimators for Portfolio Optimization",2016
2016-07-10,tempdisagg,"Methods for Temporal Disaggregation and Interpolation of Time
Series",2016
2016-07-10,thgenetics,Genetic Rare Variants Tests,2016
2016-07-09,gwdegree,"A Shiny App to Aid Interpretation of Geometrically-Weighted
Degree Estimates in Exponential Random Graph Models",2016
2016-07-09,preproviz,Tools for Visualization of Interdependent Data Quality Issues,2016
2016-07-08,DCchoice,Analyzing Dichotomous Choice Contingent Valuation Data,2016
2016-07-08,STB,Simultaneous Tolerance Bounds,2016
2016-07-07,agRee,Various Methods for Measuring Agreement,2016
2016-07-07,changepoint.np,Methods for Nonparametric Changepoint Detection,2016
2016-07-07,fastGraph,Fast Drawing and Shading of Graphs of Statistical Distributions,2016
2016-07-07,geotopbricks,An R Plug-in for the Distributed Hydrological Model GEOtop,2016
2016-07-07,idbr,R Interface to the US Census Bureau International Data Base API,2016
2016-07-07,mime,Map Filenames to MIME Types,2016
2016-07-07,miscF,Miscellaneous Functions,2016
2016-07-07,NetOrigin,Origin Estimation for Propagation Processes on Complex Networks,2016
2016-07-07,QCApro,"Professional Functionality for Performing and Evaluating
Qualitative Comparative Analysis",2016
2016-07-07,RCriteo,Loading Criteo Data into R,2016
2016-07-07,Rtnmin,Truncated Newton Function Minimization with Bounds Constraints,2016
2016-07-07,SpectralMap,Diffusion Map and Spectral Map,2016
2016-07-07,vietnamcode,Convert Vietnam Provincial Codes,2016
2016-07-06,accelmissing,Missing Value Imputation for Accelerometer Data,2016
2016-07-06,BayesTree,Bayesian Additive Regression Trees,2016
2016-07-06,EXRQ,Extreme Regression of Quantiles,2016
2016-07-06,linear.tools,Manipulate Formulas and Evaluate Marginal Effects,2016
2016-07-06,MLPUGS,"Multi-Label Prediction Using Gibbs Sampling (and Classifier
Chains)",2016
2016-07-06,som,Self-Organizing Map,2016
2016-07-05,genomicper,Circular Genomic Permutation using Gwas p-Values of Association,2016
2016-07-05,PACBO,Clustering Online Datasets,2016
2016-07-04,BalancedSampling,Balanced and Spatially Balanced Sampling,2016
2016-07-04,batchmeans,Consistent Batch Means Estimation of Monte Carlo Standard Errors,2016
2016-07-04,BayesTreePrior,Bayesian Tree Prior Simulation,2016
2016-07-04,Cite,"An RStudio Addin to Insert BibTex Citation in Rmarkdown
Documents",2016
2016-07-04,csp,Correlates of State Policy Data Set in R,2016
2016-07-04,DAMisc,Dave Armstrong's Miscellaneous Functions,2016
2016-07-04,etrunct,Computes Moments of Univariate Truncated t Distribution,2016
2016-07-04,gramEvol,Grammatical Evolution for R,2016
2016-07-04,pfa,"Estimates False Discovery Proportion Under Arbitrary Covariance
Dependence",2016
2016-07-04,Renext,Renewal Method for Extreme Values Extrapolation,2016
2016-07-04,RenextGUI,GUI for Renext,2016
2016-07-03,badgecreatr,"Create Badges for 'Travis', 'Repostatus' 'Codecov.io' Etc in
Github Readme",2016
2016-07-03,ModelMap,"Modeling and Map Production using Random Forest and Stochastic
Gradient Boosting",2016
2016-07-03,wfindr,"Crossword, Scrabble and Anagram Solver",2016
2016-07-02,fmrs,Variable Selection in Finite Mixture of AFT Regression and FMR,2016
2016-07-02,InspectChangepoint,High-Dimensional Changepoint Estimation via Sparse Projection,2016
2016-07-02,isingLenzMC,Monte Carlo for Classical Ising Model,2016
2016-07-02,modygliani,MOlecular DYnamics GLobal ANalysis,2016
2016-07-02,productplots,Product Plots for R,2016
2016-07-02,QCSimulator,A 5-Qubit Quantum Computing Simulator,2016
2016-07-02,randNames,Package Provides Access to Fake User Data,2016
2016-07-01,bibliospec,Reading Mass Spectrometric Search Results,2016
2016-07-01,Comp2ROC,Compare Two ROC Curves that Intersect,2016
2016-07-01,hypothesisr,Wrapper for the 'Hypothes.is' Web Annotation Service,2016
2016-07-01,PoisNor,"Simultaneous Generation of Multivariate Data with Poisson and
Normal Marginals",2016
2016-07-01,rccdates,Date Functions for Swedish Cancer Data,2016
2016-07-01,RcmdrPlugin.EcoVirtual,Rcmdr EcoVirtual Plugin,2016
2016-06-30,BootWPTOS,Test Stationarity using Bootstrap Wavelet Packet Tests,2016
2016-06-30,FSelector,Selecting Attributes,2016
2016-06-30,metaheur,"Metaheuristic Optimization Framework for Preprocessing
Combinations",2016
2016-06-30,mise,Clears the Workspace (Mise en Place),2016
2016-06-30,Segmentor3IsBack,A Fast Segmentation Algorithm,2016
2016-06-30,wgaim,"Whole Genome Average Interval Mapping for QTL Detection using
Mixed Models",2016
2016-06-29,correctedAUC,Correcting AUC for Measurement Error,2016
2016-06-29,CP,Conditional Power Calculations,2016
2016-06-29,DrillR,R Driver for Apache Drill,2016
2016-06-29,EcoVirtual,Simulation of Ecological Models,2016
2016-06-29,kernscr,Kernel Machine Score Test for Semi-Competing Risks,2016
2016-06-29,MNM,"Multivariate Nonparametric Methods. An Approach Based on Spatial
Signs and Ranks",2016
2016-06-29,POET,Principal Orthogonal ComplEment Thresholding (POET) Method,2016
2016-06-29,ramps,Bayesian Geostatistical Modeling with RAMPS,2016
2016-06-29,survSNP,Power Calculations for SNP Studies with Censored Outcomes,2016
2016-06-29,UNCLES,"Unification of Clustering Results from Multiple Datasets using
External Specifications",2016
2016-06-29,vmsbase,"GUI Tools to Process, Analyze and Plot Fisheries Data",2016
2016-06-28,ggmcmc,Tools for Analyzing MCMC Simulations from Bayesian Inference,2016
2016-06-28,pGMGM,"Estimating Multiple Gaussian Graphical Models (GGM) in Penalized
Gaussian Mixture Models (GMM)",2016
2016-06-28,rankFD,Rank-Based Tests for General Factorial Designs,2016
2016-06-27,IntegrateBs,Integration for B-Spline,2016
2016-06-27,ldamatch,Selection of Statistically Similar Research Groups,2016
2016-06-27,meteR,"Fitting and Plotting Tools for the Maximum Entropy Theory of
Ecology (METE)",2016
2016-06-27,SeqMADE,"Network Module-Based Model in the Differential Expression
Analysis for RNA-Seq",2016
2016-06-26,couchDB,Connect to and Work with CouchDB Databases,2016
2016-06-26,preprocomb,Tools for Preprocessing Combinations,2016
2016-06-25,BACCT,Bayesian Augmented Control for Clinical Trials,2016
2016-06-24,binaryLogic,Binary Logic,2016
2016-06-24,NoiseFiltersR,Label Noise Filters for Data Preprocessing in Classification,2016
2016-06-24,searchConsoleR,Google Search Console R Client,2016
2016-06-23,babel,Ribosome Profiling Data Analysis,2016
2016-06-23,boa,Bayesian Output Analysis Program (BOA) for MCMC,2016
2016-06-23,docopulae,Optimal Designs for Copula Models,2016
2016-06-23,EBS,Exact Bayesian Segmentation,2016
2016-06-23,factorplot,Graphical Presentation of Simple Contrasts,2016
2016-06-23,GAabbreviate,Abbreviating Items Measures using Genetic Algorithms,2016
2016-06-23,LakeMetabolizer,Tools for the Analysis of Ecosystem Metabolism,2016
2016-06-23,LindleyR,The Lindley Distribution and Its Modifications,2016
2016-06-23,mscstexta4r,"R Client for the Microsoft Cognitive Services Text Analytics
REST API",2016
2016-06-23,R2HTML,HTML Exportation for R Objects,2016
2016-06-23,RcmdrPlugin.HH,Rcmdr Support for the HH Package,2016
2016-06-23,RFc,Client for FetchClimate Web Service,2016
2016-06-23,RMThreshold,"Signal-Noise Separation in Random Matrices by using Eigenvalue
Spectrum Analysis",2016
2016-06-23,shinyDND,Shiny Drag-n-Drop,2016
2016-06-22,pearson7,"Maximum Likelihood Inference for the Pearson VII Distribution
with Shape Parameter 3/2",2016
2016-06-22,rwty,R We There Yet? Visualizing MCMC Convergence in Phylogenetics,2016
2016-06-21,fbroc,"Fast Algorithms to Bootstrap Receiver Operating Characteristics
Curves",2016
2016-06-21,osi,Open Source Initiative API Connector,2016
2016-06-21,REPTILE,Regulatory DNA Element Prediction,2016
2016-06-20,as.color,Assign Random Colors to Unique Items in a Vector,2016
2016-06-20,squid,Statistical Quantification of Individual Differences,2016
2016-06-18,callr,Call R from R,2016
2016-06-18,OUwie,Analysis of Evolutionary Rates in an OU Framework,2016
2016-06-18,xmlparsedata,Parse Data of 'R' Code as an 'XML' Tree,2016
2016-06-17,AGSDest,Estimation in Adaptive Group Sequential Trials,2016
2016-06-17,binst,"Data Preprocessing, Binning for Classification and Regression",2016
2016-06-17,compete,Analyzing Social Hierarchies,2016
2016-06-17,DoTC,Distribution of Typicality Coefficients,2016
2016-06-17,hdm,High-Dimensional Metrics,2016
2016-06-17,mosaicData,Project MOSAIC Data Sets,2016
2016-06-17,PATHChange,"A Tool for Identification of Differentially Expressed Pathways
using Multi-Statistic Comparison",2016
2016-06-17,rvest,Easily Harvest (Scrape) Web Pages,2016
2016-06-16,fdcov,Analysis of Covariance Operators,2016
2016-06-16,gmDatabase,Accessing a Geometallurgical Database with R,2016
2016-06-16,netgsa,Network-Based Gene Set Analysis,2016
2016-06-16,Rphylopars,"Phylogenetic Comparative Tools for Missing Data and
Within-Species Variation",2016
2016-06-16,SPIGA,"Compute SPI Index using the Methods Genetic Algorithm and
Maximum Likelihood",2016
2016-06-16,wakefield,Generate Random Data Sets,2016
2016-06-15,anesrake,ANES Raking Implementation,2016
2016-06-15,cssTools,Cognitive Social Structure Tools,2016
2016-06-15,IsotopeR,Stable Isotope Mixing Model,2016
2016-06-15,mscsweblm4r,"R Client for the Microsoft Cognitive Services Web Language Model
REST API",2016
2016-06-15,Sleuth2,"Data Sets from Ramsey and Schafer's ""Statistical Sleuth (2nd
Ed)""",2016
2016-06-15,Sleuth3,"Data Sets from Ramsey and Schafer's ""Statistical Sleuth (3rd
Ed)""",2016
2016-06-15,tweet2r,"Twitter Collector for R and Export to 'SQLite', 'postGIS' and
'GIS' Format",2016
2016-06-14,bpcp,Beta Product Confidence Procedure for Right Censored Data,2016
2016-06-14,cointmonitoR,"Consistent Monitoring of Stationarity and Cointegrating
Relationships",2016
2016-06-14,cointReg,Parameter Estimation and Inference in a Cointegrating Regression,2016
2016-06-14,perccal,"Implementing Double Bootstrap Linear Regression Confidence
Intervals Using the 'perc-cal' Method",2016
2016-06-14,semds,Structural Equation Multidimensional Scaling,2016
2016-06-14,TEEReg,Trimmed Elemental Estimation for Linear Models,2016
2016-06-14,wordbankr,Accessing the Wordbank Database,2016
2016-06-13,docopt,Command-Line Interface Specification Language,2016
2016-06-13,jsonvalidate,Validate 'JSON',2016
2016-06-12,AUtests,Approximate Unconditional and Permutation Tests,2016
2016-06-12,engsoccerdata,English and European Soccer Results 1871-2016,2016
2016-06-12,quadmesh,Quadrangle Mesh,2016
2016-06-12,Rcplex,R Interface to CPLEX,2016
2016-06-12,rcqp,Interface to the Corpus Query Protocol,2016
2016-06-12,RSpectra,Solvers for Large Scale Eigenvalue and SVD Problems,2016
2016-06-11,HDDesign,"Sample Size Calculation for High Dimensional Classification
Study",2016
2016-06-11,PARSE,"Model-Based Clustering with Regularization Methods for
High-Dimensional Data",2016
2016-06-11,qrng,(Randomized) Quasi-Random Number Generators,2016
2016-06-11,SDraw,Spatially Balanced Sample Draws for Spatial Objects,2016
2016-06-10,CombinePortfolio,"Estimation of Optimal Portfolio Weights by Combining Simple
Portfolio Strategies",2016
2016-06-10,GenCAT,Genetic Class Association Testing,2016
2016-06-10,hierformR,Analysis of Dynamics Hierarchy Formation,2016
2016-06-10,ibm,Individual Based Models in R,2016
2016-06-10,kehra,"Collect, Assemble and Model Air Pollution, Weather and Health
Data",2016
2016-06-10,MicSim,Performing Continuous-Time Microsimulation,2016
2016-06-10,RFinfer,Inference for Random Forests,2016
2016-06-10,sesem,Spatially Explicit Structural Equation Modeling,2016
2016-06-09,cape,Combined Analysis of Pleiotropy and Epistasis,2016
2016-06-09,cloudUtil,Cloud Utilization Plots,2016
2016-06-09,dam,Data Analysis Metabolomics,2016
2016-06-09,hsm,A Path-Based BCD for Proximal Function of Latent Group Lasso,2016
2016-06-09,jmotif,"Time Series Analysis Toolkit Based on Symbolic Aggregate
Dicretization, i.e. SAX",2016
2016-06-09,JointModel,"Semiparametric Joint Models for Longitudinal and Counting
Processes",2016
2016-06-09,mcglm,Multivariate Covariance Generalized Linear Models,2016
2016-06-09,spaa,SPecies Association Analysis,2016
2016-06-09,TRAMPR,'TRFLP' Analysis and Matching Package for R,2016
2016-06-09,wmtsa,Wavelet Methods for Time Series Analysis,2016
2016-06-08,CARBayesdata,"Data Used in the Vignettes Accompanying the CARBayes and
CARBayesST Packages",2016
2016-06-08,DCG,"Data Cloud Geometry (DCG): Using Random Walks to Find Community
Structure in Social Network Analysis",2016
2016-06-08,MGSDA,Multi-Group Sparse Discriminant Analysis,2016
2016-06-08,morse,"MOdelling Tools for Reproduction and Survival Data in
Ecotoxicology",2016
2016-06-08,mvinfluence,"Influence Measures and Diagnostic Plots for Multivariate Linear
Models",2016
2016-06-08,plyr,"Tools for Splitting, Applying and Combining Data",2016
2016-06-08,Rbent,Robust Bent Line Regression,2016
2016-06-07,BaPreStoPro,Bayesian Prediction of Stochastic Processes,2016
2016-06-07,dvn,Access to Dataverse 3 APIs,2016
2016-06-07,GA,Genetic Algorithms,2016
2016-06-07,pop,A Flexible Syntax for Population Dynamic Modelling,2016
2016-06-07,rpn,"Converter and Interpreter for Reverse Polish Notation
Expressions",2016
2016-06-07,Rsampling,"Ports the Workflow of ""Resampling Stats"" Add-in to R",2016
2016-06-07,simsem,SIMulated Structural Equation Modeling,2016
2016-06-07,soiltexture,"Functions for Soil Texture Plot, Classification and
Transformation",2016
2016-06-06,ald,The Asymmetric Laplace Distribution,2016
2016-06-06,bioplots,Visualization of Overlapping Results with Heatmap,2016
2016-06-06,DAKS,Data Analysis and Knowledge Spaces,2016
2016-06-06,DisimForMixed,Calculate Dissimilarity Matrix for Dataset with Mixed Attributes,2016
2016-06-06,enviPick,Peak Picking for High Resolution Mass Spectrometry Data,2016
2016-06-06,fechner,Fechnerian Scaling of Discrete Object Sets,2016
2016-06-06,heatmapFit,Fit Statistic for Binary Dependent Variable Models,2016
2016-06-06,muckrock,Data on Freedom of Information Act Requests,2016
2016-06-06,PreKnitPostHTMLRender,Pre-Knitting Processing and Post HTML-Rendering Processing,2016
2016-06-06,RClone,Partially Clonal Populations Analysis,2016
2016-06-06,rmdshower,'R' 'Markdown' Format for 'shower' Presentations,2016
2016-06-06,shinytoastr,Notifications from 'Shiny',2016
2016-06-06,uniReg,Unimodal Penalized Spline Regression using B-Splines,2016
2016-06-05,RndTexExams,Build and Grade Multiple Choice Exams with Randomized Content,2016
2016-06-04,iGasso,Statistical Tests and Utilities for Genetic Association,2016
2016-06-04,ROpenFIGI,R Interface to OpenFIGI,2016
2016-06-03,bapred,"Batch Effect Removal and Addon Normalization (in Phenotype
Prediction using Gene Data)",2016
2016-06-03,clikcorr,Censoring Data and Likelihood-Based Correlation Estimation,2016
2016-06-03,flars,Functional LARS,2016
2016-06-03,hkex.api,API to Retrieve Data from Hong Kong Stock Exchange,2016
2016-06-03,LncPriCNet,"Prioritizing Candidate LncRNAs Based on a Composite Multi-Level
Network",2016
2016-06-03,wpp2015,World Population Prospects 2015,2016
2016-06-02,bastah,Big Data Statistical Analysis for High-Dimensional Models,2016
2016-06-02,Dark,The Analysis of Dark Adaptation Data,2016
2016-06-02,Dominance,"ADI (Average Dominance Index), Social Network Graphs with Dual
Directions, and Music Notation Graph",2016
2016-06-02,gWidgets2tcltk,Toolkit Implementation of gWidgets2 for tcltk,2016
2016-06-02,pkgcopier,Copy Local R Packages to Another Environment,2016
2016-06-02,rtip,"Inequality, Welfare and Poverty Indices and Curves using the
EU-SILC Data",2016
2016-06-01,gWidgets2,Rewrite of gWidgets API for Simplified GUI Construction,2016
2016-06-01,MSQC,Multivariate Statistical Quality Control,2016
2016-06-01,plotMElm,Plot Marginal Effects from Linear Models,2016
2016-06-01,sybilcycleFreeFlux,Cycle-Free Flux Balance Analysis,2016
2016-05-31,BHH2,"Useful Functions for Box, Hunter and Hunter II",2016
2016-05-31,Fahrmeir,"Data from the Book ""Multivariate Statistical Modelling Based on
Generalized Linear Models"", First Edition, by Ludwig Fahrmeir
and Gerhard Tutz",2016
2016-05-31,HandTill2001,Multiple Class Area under ROC Curve,2016
2016-05-31,maSAE,Mandallaz' Model-Assisted Small Area Estimators,2016
2016-05-31,multiplyr,Data Manipulation with Parallelism and Shared Memory Matrices,2016
2016-05-31,PolyTrend,Trend Classification Algorithm,2016
2016-05-31,R6Frame,R6 Wrapper for Data Frames,2016
2016-05-30,ClustMMDD,"Variable Selection in Clustering by Mixture Models for Discrete
Data",2016
2016-05-30,DODR,Detection of Differential Rhythmicity,2016
2016-05-30,RItools,Randomization Inference Tools,2016
2016-05-30,wrassp,Interface to the ASSP Library,2016
2016-05-29,adagio,Discrete and Global Optimization Routines,2016
2016-05-29,qrmdata,Data Sets for Quantitative Risk Management Practice,2016
2016-05-28,arrayhelpers,Convenience Functions for Arrays,2016
2016-05-28,cocor,Comparing Correlations,2016
2016-05-28,softclassval,Soft Classification Performance Measures,2016
2016-05-27,BinNor,"Simultaneous Generation of Multivariate Binary and Normal
Variates",2016
2016-05-27,clusterCrit,Clustering Indices,2016
2016-05-27,GK2011,Gaines and Kuklinski (2011) Estimators for Hybrid Experiments,2016
2016-05-27,jose,Javascript Object Signing and Encryption,2016
2016-05-26,CHFF,Closest History Flow Field Forecasting for Bivariate Time Series,2016
2016-05-26,climtrends,Statistical Methods for Climate Sciences,2016
2016-05-26,Davies,The Davies Quantile Function,2016
2016-05-26,ddst,Data Driven Smooth Tests,2016
2016-05-26,elliptic,Elliptic Functions,2016
2016-05-26,fakeR,Simulates Data from a Data Frame of Different Variable Types,2016
2016-05-26,forecTheta,Forecasting Time Series by Theta Models,2016
2016-05-26,HTSCluster,Clustering High-Throughput Transcriptome Sequencing (HTS) Data,2016
2016-05-26,replicationInterval,Replication Interval Functions,2016
2016-05-26,spfrontier,Spatial Stochastic Frontier Models,2016
2016-05-25,kantorovich,Kantorovich Distance Between Probability Measures,2016
2016-05-25,rSARP,Functions to Create and Evaluate Search and Rescue Plans,2016
2016-05-24,bayesbio,"Miscellaneous Functions for Bioinformatics and Bayesian
Statistics",2016
2016-05-24,bitrugs,Bayesian Inference of Transmission Routes Using Genome Sequences,2016
2016-05-24,ChangepointTesting,Change Point Estimation for Clustered Signals,2016
2016-05-24,FreeSortR,Free Sorting Data Analysis,2016
2016-05-24,GiniWegNeg,"Computing the Gini-Based Coefficients for Weighted and Negative
Attributes",2016
2016-05-24,pubprint,Printing Results of Statistical Computing in a Publishable Way,2016
2016-05-24,uskewFactors,"Model-Based Clustering via Mixtures of Unrestricted Skew-t
Sactor Analyzer Models",2016
2016-05-23,asd,Simulations for Adaptive Seamless Designs,2016
2016-05-23,filematrix,File-Backed Matrix Class with Convenient Read and Write Access,2016
2016-05-23,ILS,Interlaboratory Study,2016
2016-05-23,MFAg,Multiple Factor Analysis (MFA),2016
2016-05-23,OptimaRegion,Confidence Regions for Optima,2016
2016-05-23,YplantQMC,Plant Architectural Analysis with Yplant and QuasiMC,2016
2016-05-22,autoSEM,Performs Specification Search in Structural Equation Models,2016
2016-05-22,IMak,Item Maker,2016
2016-05-22,label.switching,Relabelling MCMC Outputs of Mixture Models,2016
2016-05-22,negenes,Estimating the Number of Essential Genes in a Genome,2016
2016-05-22,pETM,Penalized Exponential Tilt Model,2016
2016-05-22,prof.tree,An Alternative Display Profiling Data as Tree Structure,2016
2016-05-22,tsDyn,Nonlinear Time Series Models with Regime Switching,2016
2016-05-22,VDAP,Peptide Array Analysis Tools,2016
2016-05-21,fractal,Fractal Time Series Modeling and Analysis,2016
2016-05-21,ifultools,Insightful Research Tools,2016
2016-05-21,MultiOrd,Generation of Multivariate Ordinal Variates,2016
2016-05-21,RSAgeo,Resampling-Based Analysis of Geostatistical Data,2016
2016-05-21,sapa,Spectral Analysis for Physical Applications,2016
2016-05-20,AdequacyModel,"Adequacy of Probabilistic Models and General Purpose
Optimization",2016
2016-05-20,crtests,Classification and Regression Tests,2016
2016-05-20,FADA,"Variable Selection for Supervised Classification in High
Dimension",2016
2016-05-20,MonoInc,Monotonic Increasing,2016
2016-05-20,PathSelectMP,Backwards Variable Selection for Paths using M Plus,2016
2016-05-20,Pomic,Pattern Oriented Modelling Information Criterion,2016
2016-05-19,coenocliner,Coenocline Simulation,2016
2016-05-19,CUSUMdesign,"Compute Decision Interval and Average Run Length for CUSUM
Charts",2016
2016-05-19,lqr,Robust Linear Quantile Regression,2016
2016-05-19,LSPFP,Lysate and Secretome Peptide Feature Plotter,2016
2016-05-19,MetProc,"Separate Metabolites into Likely Measurement Artifacts and True
Metabolites",2016
2016-05-19,Rttf2pt1,'ttf2pt1' Program,2016
2016-05-19,weathermetrics,Functions to Convert Between Weather Metrics,2016
2016-05-18,BaM,Functions and Datasets for Books by Jeff Gill,2016
2016-05-18,gamlss.cens,"Fitting an Interval Response Variable Using ‘gamlss.family’
Distributions",2016
