"";"text";"restaurante";"text_clean"
"2632";"@carolinagrmn mc donalds nunca mais!!";"Lanchonete1";"carolinagrmn   nunca mais"
"2633";"ser anfitriã não vai ser uma tarefa fácil, mas vou me dedicar ao máximo para fazer dessa nova experiencia uma das melhores que vou passar ali dentro do mc donalds ❤";"Lanchonete1";"ser anfitriã não vai ser uma tarefa fácil mas vou me dedicar ao máximo para fazer dessa nova experiencia uma das melhores que vou passar ali dentro do   ❤"
"2634";"e na escola da vida chamada mc donalds eu aprendi o valor que tem um trabalho em equipe, aprendi que no trabalho a gente faz amigos, e que podemos sim trabalhar e se divertir ao mesmo tempo ❤";"Lanchonete1";"e na escola da vida chamada   eu aprendi o valor que tem um trabalho em equipe aprendi que no trabalho a gente faz amigos e que podemos sim trabalhar e se divertir ao mesmo tempo ❤"
"2635";"dps fui no mc donalds com ester";"Lanchonete1";"dps fui no   com ester"
"2636";"eu daria um beijo na boca de quem chegasse aqui em casa com 4 quarteirão do mc donalds, 3 batata frita e um guaraná pra mim";"Lanchonete1";"eu daria um beijo na boca de quem chegasse aqui em casa com  quarteirão do    batata frita e um guaraná pra mim"
"2637";"matei minha vontade do lanche do mc donalds 😋";"Lanchonete1";"matei minha vontade do lanche do   😋"
"2638";"@pfvrvaiestudar @viniciuscta nessa lista ainda tem o cupom do mc donalds tb";"Lanchonete1";"pfvrvaiestudar viniciuscta nessa lista ainda tem o cupom do   tb"
"2639";"hoje foi o dia em que todos meus amigos me julgaram por eu preferir o mc donalds";"Lanchonete1";"hoje foi o dia em que todos meus amigos me julgaram por eu preferir o  "
"2640";"@leticiabecke_r tem que no mínimo ir no mc donalds sem tirar foto achando que é grandes coisas fazer isso 1x no mês #paz";"Lanchonete1";"leticiabecker tem que no mínimo ir no   sem tirar foto achando que é grandes coisas fazer isso x no mês #paz"
"2641";"eu só queria receber uma msg do tipo “ oi, tá acordada? vamos no mc donalds, eu pago”";"Lanchonete1";"eu só queria receber uma msg do tipo  oi tá acordada vamos no   eu pago"
"2642";"sogra patrocinou o mc donalds, tô esperando o marcus chegar e vou pra casa, já tô cheia de sono";"Lanchonete1";"sogra patrocinou o   tô esperando o marcus chegar e vou pra casa já tô cheia de sono"
"2643";"no mc donalds machucando 2 big mac e um  milk shake do bobs https://t.co/mvgov3dgib";"Lanchonete1";"no   hucando  big  e um  milk shake do  httpstcomvgovdgib"
"2644";"fome crise surto medicamentos mc donalds internacao";"Lanchonete1";"fome crise surto medicamentos   internacao"
"2645";"fome de mc donalds mas prometi pras meninas q só vou comer no último dia de aula";"Lanchonete1";"fome de   mas prometi pras meninas q só vou comer no último dia de aula"
"2646";"@emmillyalves muita saudade, força de galera, e mc donalds de madrugada, dormir na calçada pq os amigos deram pt";"Lanchonete1";"emmillyalves muita saudade força de galera e   de madrugada dormir na calçada pq os amigos deram pt"
"2647";"se eu dirigisse, já estaria no mc donalds c meu crispy bacon 😍";"Lanchonete1";"se eu dirigisse já estaria no   c meu crispy bacon 😍"
"2648";"@lelecastro3 impossivel, vc só quer saber de mc donalds, pão e nescau.";"Lanchonete1";"lelecastro impossivel vc só quer saber de   pão e nescau"
"2649";"mc donalds ou burguer king? — é comida qualquer um https://t.co/k7w5vebg06";"Lanchonete1";"  ou burguer   é comida qualquer um httpstcokwvebg"
"2650";"mc donalds só vai lançar lanche com esse pão doce agora?";"Lanchonete1";"  só vai lançar lanche com esse pão doce agora"
"2651";"@valehomossexual atrás da sorveteria do mc donalds rs";"Lanchonete1";"valehomossexual atrás da sorveteria do   rs"
"2652";"lembrei do dia que eu perguntei se o maluco lá do trampo ja tinha visto o novo do mc donalds, bick macky e mandei ele procurar no  google hahahaha";"Lanchonete1";"lembrei do dia que eu perguntei se o maluco lá do trampo ja tinha visto o novo do   bick ky e mandei ele procurar no  google hahahaha"
"2653";"mc donalds depois das festinha é regra ja";"Lanchonete1";"  depois das festinha é regra ja"
"2654";"gratidão!! 🌹 19 aninhos, a barriga é de mc donalds em barueri, brazil https://t.co/v6zwj9qnun";"Lanchonete1";"gratidão 🌹  aninhos a barriga é de   em barueri brazil httpstcovzwjqnun"
"2655";"hoje o dia foi maravilhoso. fui no parque do nova américa com meu amor e dps fomos no mc donalds. tudo tão bom 😍";"Lanchonete1";"hoje o dia foi maravilhoso fui no parque do nova américa com meu amor e dps fomos no   tudo tão bom 😍"
"2656";"tinha bloqueado otavio, mas tive que desbloquear pra ele não esquecer de trazer meu mc donalds  🤦🏻‍♀️🤣";"Lanchonete1";"tinha bloqueado otavio mas tive que desbloquear pra ele não esquecer de trazer meu    🤦🏻‍♀️🤣"
"2657";"meu pai no mc donalds e eu aqui fazendo comida";"Lanchonete1";"meu pai no   e eu aqui fazendo comida"
"2658";"já comeram no mc donalds de madureira? lá sim é caro e sujo.";"Lanchonete1";"já comeram no   de madureira lá sim é caro e sujo"
"2659";"mamãe vai patrocinar o mc donalds rs 👌🍔🍟";"Lanchonete1";"mamãe vai patrocinar o   rs 👌🍔🍟"
"2660";"thiago me deve 5 reais e uma ida ao mc'donalds dnv pq perdeu a aposta que fizemos do jogo pal x fla 😂😂";"Lanchonete1";"thiago me deve  reais e uma ida ao  dnv pq perdeu a aposta que fizemos do jogo pal x fla 😂😂"
"2661";"@pqpxiulia mc donalds não vai falir amanhã";"Lanchonete1";"pqpxiulia   não vai falir amanhã"
"2662";"quarta-feira eu e os migos da faculdade baixando app do mc donalds pra comer com desconto no sábado";"Lanchonete1";"quartafeira eu e os migos da faculdade baixando app do   pra comer com desconto no sábado"
"2663";"todo mundo no instagram comendo mc donalds";"Lanchonete1";"todo mundo no instagram comendo  "
"2664";"eu gosto é de x tudo cheio de batata palha, queijo ralado e molho. odeio essas imitações de mc donalds. podrão é podrão respeita!";"Lanchonete1";"eu gosto é de x tudo cheio de batata palha queijo ralado e molho odeio essas imitações de   podrão é podrão respeita"
"2665";"ontem eu malhei, hj comi o mc donalds inteiro";"Lanchonete1";"ontem eu malhei hj comi o   inteiro"
"2666";"@isabellawcb dieta de cerveja, mc donalds e mc marcinho";"Lanchonete1";"isabellawcb dieta de cerveja   e  marcinho"
"2667";"meu padrasto tá trazendo hambúrguer do mc donalds 👌👌 pra fechar a noite.";"Lanchonete1";"meu padrasto tá trazendo hambúrguer do   👌👌 pra fechar a noite"
"2668";"to com desejo de mc donalds!!!!! ainnn";"Lanchonete1";"to com desejo de   ainnn"
"2669";"fila do mc donalds tão grande q prefiro dormir c fome";"Lanchonete1";"fila do   tão grande q prefiro dormir c fome"
"2670";"alguém morreu na fila do mc donalds? pq só isso explica";"Lanchonete1";"alguém morreu na fila do   pq só isso explica"
"2671";"@brennomotta amiga ia passar aí na sua casa p fumar um, mas a fila do mc donalds ta tão grande, q ficou tarde p eu voltar p casa a pé ://";"Lanchonete1";"brennomotta amiga ia passar aí na sua casa p fumar um mas a fila do   ta tão grande q ficou tarde p eu voltar p casa a pé "
"2672";"a fila do mc donalds está tão cheia, que nem precisei fumar um baseado pra sentir fome.";"Lanchonete1";"a fila do   está tão cheia que nem precisei fumar um baseado pra sentir fome"
"2673";"vei e o dia q eu inventei na escola q o chay suede tava no mc donalds mdfksklfk dai foi geral correndo pra la mfdklslk,lç,ggdf carai bicho besta";"Lanchonete1";"vei e o dia q eu inventei na escola q o chay suede tava no   mdfksklfk dai foi geral correndo pra la mfdklslklçggdf carai bicho besta"
"2674";"ontem tive o dia tão bostinha e o caio ontem me ligou 00:42 pra avisar que 00:48 era pra eu abrir... fiquei numa felicidade que nem acreditei hehehe e ainda trouxe mc donalds e chocolate viados";"Lanchonete1";"ontem tive o dia tão bostinha e o caio ontem me ligou  pra avisar que  era pra eu abrir fiquei numa felicidade que nem acreditei hehehe e ainda trouxe   e chocolate viados"
"2675";"i liked a @youtube video https://t.co/svhqznnqei como comer de graça no mc donalds!";"Lanchonete1";"i liked a youtube video httpstcosvhqznnqei como comer de graça no  "
"2676";"@dantassdri vamo!!! comprar meu sanduba fav do mc donalds q é de bacon por 8 reais e vc pedir sem bacon kkkkkkk";"Lanchonete1";"dantassdri vamo comprar meu sanduba fav do   q é de bacon por  reais e vc pedir sem bacon kkkkkkk"
"2677";"porém comi mc donalds e ganhei uma camiseta da leia 😻 vlw deivão";"Lanchonete1";"porém comi   e ganhei uma camiseta da leia 😻 vlw deivão"
"2678";"tava lembrando do dia q meu tio trouxe mc donalds da itália no avião mano hshshsh";"Lanchonete1";"tava lembrando do dia q meu tio trouxe   da itália no avião mano hshshsh"
"2679";"@luanhf_ imagina os minutos a mais fazendo exercício pra queimar o mc donalds de hoje";"Lanchonete1";"luanhf imagina os minutos a mais fazendo exercício pra queimar o   de hoje"
"2680";"queria gostar de mc donalds pra n precisar ir nos rolês e ficar só no sorvetinho";"Lanchonete1";"queria gostar de   pra n precisar ir nos rolês e ficar só no sorvetinho"
"2681";"alguém me leva no mc donalds ?";"Lanchonete1";"alguém me leva no   "
"2682";"e eu ainda cogitei ir pro mc donalds dps do bm. mano, não ia ser ninguém hj";"Lanchonete1";"e eu ainda cogitei ir pro   dps do bm mano não ia ser ninguém hj"
"2683";"me direcionando ao mc donalds pois será minha janta hj";"Lanchonete1";"me direcionando ao   pois será minha janta hj"
"2684";"nunca mais eu como mc donalds, bk ou bobs";"Lanchonete1";"nunca mais eu como    ou "
"2685";"saldo do rolê de sábado:
- bolo da @yayrbeca 
- bolo da @extefinha 
- câncer do mc donalds q nem usamos a promoção
- @fudidwill : põe a mão no queixo https://t.co/dpzvl6miwk";"Lanchonete1";"saldo do rolê de sábado
 bolo da yayrbeca 
 bolo da extefinha 
 câncer do   q nem usamos a promoção
 fudidwill  põe a mão no queixo httpstcodpzvlmiwk"
"2686";"eu convidei ele pra ir no mc donalds cmg...porém acho q n vai rolar #triste#saudadescrush";"Lanchonete1";"eu convidei ele pra ir no   cmgporém acho q n vai rolar #triste#saudadescrush"
"2687";"no enem se vc acertou as difíceis e errou as fáceis
parabéns
vc eh o novo atendente do mc donalds";"Lanchonete1";"no enem se vc acertou as difíceis e errou as fáceis
parabéns
vc eh o novo atendente do  "
"2688";"@adiosbenetti afs q sonho trabalhar no mc donalds pra comer for free";"Lanchonete1";"adiosbenetti afs q sonho trabalhar no   pra comer for free"
"2689";"acho que vou no mc donalds sozinha mesmo, vontade está tendo";"Lanchonete1";"acho que vou no   sozinha mesmo vontade está tendo"
"2690";"comer churrasco de 5 reais não ligo, comer x-tudo? pô bora, pizza ? dividir o valor ? comigo mesmo, é alguém assim que quero pra mim, vem com frescura de “ah me leva “ ""só na mc donalds"", se for assim e melhor nem falar cmg ...";"Lanchonete1";"comer churrasco de  reais não ligo comer xtudo pô bora pizza  dividir o valor  comigo mesmo é alguém assim que quero pra mim vem com frescura de ah me leva  só na   se for assim e melhor nem falar cmg "
"2691";"eu tô igual os mendigos que ficam na porta do mc'donalds do centro, tô juntando qualquer moeda que me dão";"Lanchonete1";"eu tô igual os mendigos que ficam na porta do  do centro tô juntando qualquer moeda que me dão"
"2692";"to triste que o mc donalds tirou vaaaarios lanches de cardápio, incluindo o cbo que era um hino. chorei real. :(";"Lanchonete1";"to triste que o   tirou vaaaarios lanches de cardápio incluindo o cbo que era um hino chorei real "
"2693";"eu tive uma crise de risos hoje no mc donalds pq caíram no gemidao do zap justamente quando estava um silêncio";"Lanchonete1";"eu tive uma crise de risos hoje no   pq caíram no gemidao do zap justamente quando estava um silêncio"
"2694";"vou no mc donalds agora😋";"Lanchonete1";"vou no   agora😋"
"2695";"vontade de comer batata do mc donalds junto com o sorvete ❤️ 😋";"Lanchonete1";"vontade de comer batata do   junto com o sorvete ❤️ 😋"
"2696";"desapontada que nao tem mc donalds no ifood";"Lanchonete1";"desapontada que nao tem   no ifood"
"2697";"mc donalds salvou meu dia";"Lanchonete1";"  salvou meu dia"
"2698";"eu duvido q alguém realmente goste daqueles picles no lanche do mc donalds";"Lanchonete1";"eu duvido q alguém realmente goste daqueles picles no lanche do  "
"2699";"no mc donalds — podia ter falado cmgggg :c https://t.co/4xfcipywhr";"Lanchonete1";"no    podia ter falado cmgggg c httpstcoxfcipywhr"
"2700";"dona janaína quer ir no mc donalds";"Lanchonete1";"dona janaína quer ir no  "
"2701";"queria ir no mc donalds só pra comprar mc lanche feliz e pegar o brinquedinho do mário";"Lanchonete1";"queria ir no   só pra comprar  lanche feliz e pegar o brinquedinho do mário"
"2702";"um menino da sala da vitoria queria ir com a gente no mc donalds, mas já que ninguém tinha afinidade nenhuma com ele e certeza que nenhum de nós iria pagar para ele, não deixamos ele ir, até porque ninguém queria estragar o role com ele lá.";"Lanchonete1";"um menino da sala da vitoria queria ir com a gente no   mas já que ninguém tinha afinidade nenhuma com ele e certeza que nenhum de nós iria pagar para ele não deixamos ele ir até porque ninguém queria estragar o role com ele lá"
"2703";"arrependida de ter comprado pipoca pois ja pensando num hamburguer do mc donalds";"Lanchonete1";"arrependida de ter comprado pipoca pois ja pensando num hamburguer do  "
"2704";"eu só queria um lanche do mc donalds 😭😭😭😭";"Lanchonete1";"eu só queria um lanche do   😭😭😭😭"
"2705";"só queria um mc donalds";"Lanchonete1";"só queria um  "
"2706";"esperando o bonito do andrey me levar no mc donalds";"Lanchonete1";"esperando o bonito do andrey me levar no  "
"2707";"o que mais me deixa triste é aqui em alfenas não ter mc donalds";"Lanchonete1";"o que mais me deixa triste é aqui em alfenas não ter  "
"2708";"oi alguém me paga um lanche do mc donalds";"Lanchonete1";"oi alguém me paga um lanche do  "
"2709";"minha mãe tá passando no mc donalds p pegar mc lanche p mim dai mandei o brinquedo q queria e ela: “q porra é essa minha filha” https://t.co/pscfp7y4hm";"Lanchonete1";"minha mãe tá passando no   p pegar  lanche p mim dai mandei o brinquedo q queria e ela q porra é essa minha filha httpstcopscfpyhm"
"2710";"@atereziha gente vamos levar a rainha ao mc donalds";"Lanchonete1";"atereziha gente vamos levar a rainha ao  "
"2711";"numa caminhada de 15 minutos até o mc donalds voltei toda quebrada amo ter 80 anos";"Lanchonete1";"numa caminhada de  minutos até o   voltei toda quebrada amo ter  anos"
"2712";"comer churrasquinho de 5 reais? pratin na mão, sorriso no rosto, havaianas... n ligo, x-tudo 3 por 10? pô bora! pizza? dividir o valor? cmg msm, é algm assim q qr pra mim, vem cm frescura de “ah me leva“ só no mc donalds, vai te lascar!! tem frescura não! simplicidade nasceu cmg";"Lanchonete1";"comer churrasquinho de  reais pratin na mão sorriso no rosto havaianas n ligo xtudo  por  pô bora pizza dividir o valor cmg msm é algm assim q qr pra mim vem cm frescura de ah me leva só no   vai te lascar tem frescura não simplicidade nasceu cmg"
"2713";"vou no mc donalds com mimica";"Lanchonete1";"vou no   com mimica"
"2714";"se eu pudesse fazer um pedido pra humanidade seria delivery de mc donalds";"Lanchonete1";"se eu pudesse fazer um pedido pra humanidade seria delivery de  "
"2715";"@dreyancrf vai pagar meu lanche no mc donalds ?";"Lanchonete1";"dreyancrf vai pagar meu lanche no   "
"2716";"só queria comer um mc donalds";"Lanchonete1";"só queria comer um  "
"2717";"@anonimoliceuofc hoje meu tio é rico, primeiro trabalho dele foi no mc aos 16 anos. juntou seu dinheiro e investiu no pré vestibular, estudou até os 19 e passou em engenharia, anos dps se tornou um dos melhores engenheiros civís de maricá, hoje aposentado vivendo bem, saindo do mc donalds";"Lanchonete1";"anonimoliceuofc hoje meu tio é rico primeiro trabalho dele foi no  aos  anos juntou seu dinheiro e investiu no pré vestibular estudou até os  e passou em engenharia anos dps se tornou um dos melhores engenheiros civís de maricá hoje aposentado vivendo bem saindo do  "
"2718";"uma coisa que eu fico inconformad, quando eu vou dar referência pra alguém de onde fica minha casa eu digo que é perto de: uma escola de judô, um clube, uma faculdade, duas escolinhas, um tribunal arbitral e um mc donalds (nessa ordem)";"Lanchonete1";"uma coisa que eu fico inconformad quando eu vou dar referência pra alguém de onde fica minha casa eu digo que é perto de uma escola de judô um clube uma faculdade duas escolinhas um tribunal arbitral e um   nessa ordem"
"2719";"iamos parar no mc donalds mas tava muito cheio";"Lanchonete1";"iamos parar no   mas tava muito cheio"
"2720";"to quase indo mc donalds, falta coragem";"Lanchonete1";"to quase indo   falta coragem"
"2721";"alguém trás lanche do mc donalds p mim";"Lanchonete1";"alguém trás lanche do   p mim"
"2722";"queria comer um lanche do mc donalds , rodrigo vai me matar rs";"Lanchonete1";"queria comer um lanche do    rodrigo vai me matar rs"
"2723";"alguém me traz um mc donalds aqui onde eu to por favo";"Lanchonete1";"alguém me traz um   aqui onde eu to por favo"
"2724";"comi no bk ontem, mc donalds agora e logo mais tarde vou no outback... a minha barriga só sabe crescer 😫";"Lanchonete1";"comi no  ontem   agora e logo mais tarde vou no outback a minha barriga só sabe crescer 😫"
"2725";"deus tira essa minha vontade de tomar sorvete do mc donalds e açaí eu não aguento mais engordar";"Lanchonete1";"deus tira essa minha vontade de tomar sorvete do   e açaí eu não aguento mais engordar"
"2726";"achei que hoje ia conseguir ficar dentro do meu limite de caloria aí fui no mc donalds comer batata frita e mc flurry de kit kat. eu não sei fazer dieta. eh isto";"Lanchonete1";"achei que hoje ia conseguir ficar dentro do meu limite de caloria aí fui no   comer batata frita e  flurry de kit kat eu não sei fazer dieta eh isto"
"2727";"@lucasranngel “minha amiga fura olho” compositor: mc donalds";"Lanchonete1";"lucasranngel minha amiga fura olho compositor  "
"2728";"guenha: feriado todo mundo em praia e piscina nós ta como, você com psicologico abalado e eu dormindo até 16h
eu: e na véspera que geral foi p balada e nós p mc donalds";"Lanchonete1";"guenha feriado todo mundo em praia e piscina nós ta como você com psicologico abalado e eu dormindo até h
eu e na véspera que geral foi p balada e nós p  "
"2729";"so uma casquinha de baunilha do mc donalds";"Lanchonete1";"so uma casquinha de baunilha do  "
"2730";"parei com mc donalds kkkkkk";"Lanchonete1";"parei com   kkkkkk"
"2731";"paulo me leva no mc donalds pfv eu te pago um sorvete se vc me levar";"Lanchonete1";"paulo me leva no   pfv eu te pago um sorvete se vc me levar"
"2732";"comer churrasquinho de 5 reais ? pratin na mão, sorriso no rosto, havaianas... não ligo, x-salada 3 por 10 ? pô bora !, pizza ? dividir o valor ? comigo mesmo, é alguém assim que quero pra mim, vem com frescura de “ ah me leva “ só no mc donalds, vai te lascar!";"Lanchonete1";"comer churrasquinho de  reais  pratin na mão sorriso no rosto havaianas não ligo xsalada  por   pô bora  pizza  dividir o valor  comigo mesmo é alguém assim que quero pra mim vem com frescura de  ah me leva  só no   vai te lascar"
"2733";"quem lembra de witch???? eu adoravaaa queria ter conseguido todas no mc donalds https://t.co/vgukj4ztpo";"Lanchonete1";"quem lembra de witch eu adoravaaa queria ter conseguido todas no   httpstcovgukjztpo"
"2734";"quando que o mc donalds vai começar a ter delivery?";"Lanchonete1";"quando que o   vai começar a ter delivery"
"2735";"eu fico chocada que o mc donalds só esta com 1 caixa aberto 😤😤😤";"Lanchonete1";"eu fico chocada que o   só esta com  caixa aberto 😤😤😤"
"2736";"tô aqui no mc' donalds com o meus primos";"Lanchonete1";"tô aqui no   com o meus primos"
"2737";"ela pagou mc donalds deu make e perfume que não vamos mais usar e ainda vai pagar né a diária hahaha";"Lanchonete1";"ela pagou   deu make e perfume que não vamos mais usar e ainda vai pagar né a diária hahaha"
"2738";"@blesseed06 não, quero minhas pizzas, meus lanches do mc donalds, meu açai e minhas coxinhas 😭";"Lanchonete1";"blesseed não quero minhas pizzas meus lanches do   meu açai e minhas coxinhas 😭"
"2739";"feriado com minha linda família, não tem coisa melhor uhuu!!! em mc donalds - meia praia https://t.co/xck97xodme";"Lanchonete1";"feriado com minha linda família não tem coisa melhor uhuu em    meia praia httpstcoxckxodme"
"2740";"eu saí com uma @wheresclarinha ainda sã e cheguei em casa com ela com uma garrafa de catuaba no meio do mc donalds";"Lanchonete1";"eu saí com uma wheresclarinha ainda sã e cheguei em casa com ela com uma garrafa de catuaba no meio do  "
"2741";"alguem pra pagar um mc donalds pra mim ?";"Lanchonete1";"alguem pra pagar um   pra mim "
"2742";"não acredito q deluxe bacon saiu do cardápio do mc donalds!!!!!!! to chorando";"Lanchonete1";"não acredito q deluxe bacon saiu do cardápio do   to chorando"
"2743";"só queria um mc donalds pra ficar de boa !";"Lanchonete1";"só queria um   pra ficar de boa "
"2744";"eu amo quando a mamãe me da o cartão dela para eu levar para passear no mc donalds! ❤️";"Lanchonete1";"eu amo quando a mamãe me da o cartão dela para eu levar para passear no   ❤️"
"2745";"vontade de um sorvete do mc donalds";"Lanchonete1";"vontade de um sorvete do  "
"2746";"amém mc donalds pós role https://t.co/93oyhqwhhb";"Lanchonete1";"amém   pós role httpstcooyhqwhhb"
"2747";"alguém me paga uma casquinha do mc donalds";"Lanchonete1";"alguém me paga uma casquinha do  "
"2748";"fui no mc donalds";"Lanchonete1";"fui no  "
"2749";"acho foda qnd elas pedem p dividir a conta do mc donalds ou do outback ou de outras coisas 
nós rala a pampa e algumas sabem reconhecer isso , mas infelizmente nem todas são assim 😔😕";"Lanchonete1";"acho foda qnd elas pedem p dividir a conta do   ou do outback ou de outras coisas 
nós rala a pampa e algumas sabem reconhecer isso  mas infelizmente nem todas são assim 😔😕"
"2750";"queria ir no mc donalds hj :(";"Lanchonete1";"queria ir no   hj "
"2751";"ontem geral na matrix e eu passando no mc donalds de madrugada e comprando comida pra cuidar da minha preta doente.";"Lanchonete1";"ontem geral na matrix e eu passando no   de madrugada e comprando comida pra cuidar da minha preta doente"
"2752";"fui no mc donalds só comprar o yoshi hihihi. agora quero o luigi \o/ (quanta custa o mc lanche feliz? só o brinde foi 14 golpes affffe)";"Lanchonete1";"fui no   só comprar o yoshi hihihi agora quero o luigi o quanta custa o  lanche feliz só o brinde foi  golpes affffe"
"2753";"nesse exato momento eu so preciso do maior combo do mc donalds ou bk. so isso tah massa.";"Lanchonete1";"nesse exato momento eu so preciso do maior combo do   ou  so isso tah massa"
"2754";"podia ter um mc donalds nessa cidade";"Lanchonete1";"podia ter um   nessa cidade"
"2755";"acho que vou levar a keke no shopping pra ela comer mc donalds, ja que eu to de babá";"Lanchonete1";"acho que vou levar a keke no shopping pra ela comer   ja que eu to de babá"
"2756";"@_oliveiraluiz puxaram logo pro mc donalds, adorooo kkkkkk";"Lanchonete1";"oliveiraluiz puxaram logo pro   adorooo kkkkkk"
"2757";"comecei a estudar e agora já estou indo para o mc donalds, acho que algo deu errado";"Lanchonete1";"comecei a estudar e agora já estou indo para o   acho que algo deu errado"
"2758";"@jennivieiraims só um mc donalds então";"Lanchonete1";"jennivieiraims só um   então"
"2759";"a um ano atrás eu tava comendo mc donalds na times square esse ano fiz enem mesmo";"Lanchonete1";"a um ano atrás eu tava comendo   na times square esse ano fiz enem mesmo"
"2760";"vontade absurda de mete um mc donalds";"Lanchonete1";"vontade absurda de mete um  "
"2761";"apê pertinho do parque do ingá, do mc donalds, catedral, shoppings e mais! 
valor r$ 1.400,00
localizada(o) na... https://t.co/cwz0fwqdgo";"Lanchonete1";"apê pertinho do parque do ingá do   catedral shoppings e mais 
valor r$ 
localizadao na httpstcocwzfwqdgo"
"2762";"falando em foto, no fim do role tinha uma menina no mc donalds aparecendo no fundo das nossas fotos, mt simpatica";"Lanchonete1";"falando em foto no fim do role tinha uma menina no   aparecendo no fundo das nossas fotos mt simpatica"
"2763";"@fudidwill @extefinha @yayrbeca baixa o app do mc donalds";"Lanchonete1";"fudidwill extefinha yayrbeca baixa o app do  "
"2764";"drive do mc donalds do valqueire sempre demora cara, até de madrugada, cruz credo";"Lanchonete1";"drive do   do valqueire sempre demora cara até de madrugada cruz credo"
"2765";"hoje eu preciso de mc donalds";"Lanchonete1";"hoje eu preciso de  "
"2766";"@bela_mr vou tocar o hino da bandeira do mc donalds";"Lanchonete1";"belamr vou tocar o hino da bandeira do  "
"2767";"meninas que estao passando mal da barriga há uma semana mas n podem ver um mc donalds que já começam a salivar";"Lanchonete1";"meninas que estao passando mal da barriga há uma semana mas n podem ver um   que já começam a salivar"
"2768";"aí eu penso, um buquê deve custar uns 50 reais, imagina 50 reais de mc donalds????????????????? jesus";"Lanchonete1";"aí eu penso um buquê deve custar uns  reais imagina  reais de   jesus"
"2769";"só quero dizer que ontem fui muito feliz porque meu príncipe @_barbaralvs pagou meu lanche, no mc donalds ainda kkkkkk ❤️";"Lanchonete1";"só quero dizer que ontem fui muito feliz porque meu príncipe barbaralvs pagou meu lanche no   ainda kkkkkk ❤️"
"2770";"@lucascavalcanti deve tá comendo mc donalds escondido...";"Lanchonete1";"lucascavalcanti deve tá comendo   escondido"
"2771";"@juriu_u um dia fui fazer  graça, a ricosa, diferentão. fui no mc donalds tomar café da manhã e só abria a partir das 10h. esse horario ja to pensando em almoço 🙄";"Lanchonete1";"juriuu um dia fui fazer  graça a ricosa diferentão fui no   tomar café da manhã e só abria a partir das h esse horario ja to pensando em almoço 🙄"
"2772";"fomos no gudao comemos até, e pra finalizar fomos no mc donalds";"Lanchonete1";"fomos no gudao comemos até e pra finalizar fomos no  "
"2773";"mc donalds incluindo o mc italia no menu ano que vem seria 10/10";"Lanchonete1";"  incluindo o  italia no menu ano que vem seria "
"2774";"seria meu sonho mc donalds p café da manhã agr";"Lanchonete1";"seria meu sonho   p café da manhã agr"
"2775";"to aqui no mc donalds e estou obeservando bem a radio do mc donalds , só  música suave";"Lanchonete1";"to aqui no   e estou obeservando bem a radio do    só  música suave"
"2776";"essa é uma lembrança inesquecível. vai um lanchinho aí? mc bicho feliz, no mc donalds do shopping dom pedro você... https://t.co/ako3gjwjyw";"Lanchonete1";"essa é uma lembrança inesquecível vai um lanchinho aí  bicho feliz no   do shopping dom pedro você httpstcoakogjwjyw"
"2777";"compra roupa hoje 😍❤ 
comer um lanche no mc donalds tambem";"Lanchonete1";"compra roupa hoje 😍❤ 
comer um lanche no   tambem"
"2778";"5:34am
chego do rolê 
pássaros cantando
mc donalds gelado
ligo a tv

descubro que itú foi importante na proclamação da república";"Lanchonete1";"am
chego do rolê 
pássaros cantando
  gelado
ligo a tv

descubro que itú foi importante na proclamação da república"
"2779";"sdds morar na china, sentir fome de madruga e pedir um café da manhã no mc donalds";"Lanchonete1";"sdds morar na china sentir fome de madruga e pedir um café da manhã no  "
"2780";"a partir de hoje eu irei me comprometer com a dieta e com os treinos... não estou aguentando mais esse corpo que virou uma capa de gordura, perna murcha, bunda mole e caída. oq aconteceu comigo? só sei comer mc donalds 😭💔";"Lanchonete1";"a partir de hoje eu irei me comprometer com a dieta e com os treinos não estou aguentando mais esse corpo que virou uma capa de gordura perna murcha bunda mole e caída oq aconteceu comigo só sei comer   😭💔"
"2781";"pior de sonhar com sushi e mc donalds e a espectadora pra comer no final do dia quando chegar e nada de chegar no final do dia.";"Lanchonete1";"pior de sonhar com sushi e   e a espectadora pra comer no final do dia quando chegar e nada de chegar no final do dia"
"2782";"o after no mc donalds é sagrado juro";"Lanchonete1";"o after no   é sagrado juro"
"2783";"se eu alguém me perguntasse o que eu quero nesse momento, nesse exatissimo momento eu diria que quero 2 lanchy do mc donalds 1 com muito cheddar e outro com bastante salada que é pra equilibrar a dieta";"Lanchonete1";"se eu alguém me perguntasse o que eu quero nesse momento nesse exatissimo momento eu diria que quero  lanchy do    com muito cheddar e outro com bastante salada que é pra equilibrar a dieta"
"2784";"comer churrasquinho de 5 reais? pratin na mão, sorriso no rosto, havaianas. não ligo, x-salada 3 por 10? pô bora!, pizza? dividir o valor? comigo mesmo, é alguém assim que quero pra mim, vem com frescura de “ ah me leva “ só no mc donalds, vai te lascar!";"Lanchonete1";"comer churrasquinho de  reais pratin na mão sorriso no rosto havaianas não ligo xsalada  por  pô bora pizza dividir o valor comigo mesmo é alguém assim que quero pra mim vem com frescura de  ah me leva  só no   vai te lascar"
